Title,Link,Abstract,AI Tutor Category,Education Setting,
Enhancing Mapless Trajectory Prediction Through Knowledge Distillation,https://ieeexplore.ieee.org/document/11036133/,"Scene information plays a crucial role in trajectory forecasting systems for autonomous driving by providing semantic clues and constraints on potential future paths of traffic agents. Prevalent trajectory prediction techniques often take High-Definition maps (HD maps) as part of the inputs to provide scene knowledge. Although HD maps offer accurate road information, they may suffer from the high cost of annotation or restrictions of law, which limits their widespread use. Therefore, it is crucial for trajectory prediction methods to generate reliable prediction results in mapless scenarios. In this paper, we tackle the problem of improving the consistency of predicted trajectories and the scene road topology when map information is unavailable during the test phase. To achieve this, we propose a universal knowledge distillation (KD) framework. This KD framework trains a map-based teacher network on samples with annotated HD maps and subsequently transfers the knowledge to a student mapless predictor through a two-fold knowledge distillation process. Experimental results show that our method stably improves prediction performance in test-time mapless situations on many widely used trajectory prediction baselines, and achieves state-of-the-art mapless prediction performances. Qualitative visualization results demonstrate that our approach helps infer unseen map information. Our solution is generalizable for common trajectory prediction networks and datasets.",,,
A Literature Review of Virtual Reality Interpersonal Training for Salespeople,https://ieeexplore.ieee.org/document/9467845/,"This literature review analyses research in virtual reality (VR) interpersonal training and applies the findings to the niche area of training salespeople. Good interpersonal skills are the primary skills required in the sales industry. VR can train interpersonal skills by immersing the user in virtual role-playing environments and simulating social interactions, which build interpersonal skills. During virtual role-play, trainees interact with virtual humans who are either agents or avatars. Agents are AI computer systems, while avatars are virtual humans possessed and controlled by the trainer. The research illustrated that VR could successfully train the interpersonal skills needed for job interviews and public speaking. This literature review also highlighted the lack of research in using VR for sales training. No studies were found that described the development of a VR system dedicated to training salespeople. The implications of these findings are discussed below. Based on this research, a VR sales training system is proposed to address this gap in the field.",,,
6 State Estimation,https://ieeexplore.ieee.org/document/9310576/,"Robots, autonomous vehicles, unmanned aerial vehicles, and smart factory, will significantly change human living style in digital society. Artificial Intelligence in Wireless Robotics introduces how wireless communications and networking technology enhances facilitation of artificial intelligence in robotics, which bridges basic multi-disciplinary knowledge among artificial intelligence, wireless communications, computing, and control in robotics. A unique aspect of the book is to introduce applying communication and signal processing techniques to enhance traditional artificial intelligence in robotics and multi-agent systems. The technical contents of this book include fundamental knowledge in robotics, cyber-physical systems, artificial intelligence, statistical decision and Markov decision process, reinforcement learning, state estimation, localization, computer vision and multi-modal data fusion, robot planning, multi-agent systems, networked multi-agent systems, security and robustness of networked robots, and ultra-reliable and low-latency machine-to-machine networking. Examples and exercises are provided for easy and effective comprehension. Engineers wishing to extend knowledge in the robotics, AI, and wireless communications, would be benefited from this book. In the meantime, the book is ready as a textbook for senior undergraduate students or first-year graduate students in electrical engineering, computer engineering, computer science, and general engineering students. The readers of this book shall have basic knowledge in undergraduate probability and linear algebra, and basic programming capability, in order to enjoy deep reading.",,,
7 Localization,https://ieeexplore.ieee.org/document/9310618/,"Robots, autonomous vehicles, unmanned aerial vehicles, and smart factory, will significantly change human living style in digital society. Artificial Intelligence in Wireless Robotics introduces how wireless communications and networking technology enhances facilitation of artificial intelligence in robotics, which bridges basic multi-disciplinary knowledge among artificial intelligence, wireless communications, computing, and control in robotics. A unique aspect of the book is to introduce applying communication and signal processing techniques to enhance traditional artificial intelligence in robotics and multi-agent systems. The technical contents of this book include fundamental knowledge in robotics, cyber-physical systems, artificial intelligence, statistical decision and Markov decision process, reinforcement learning, state estimation, localization, computer vision and multi-modal data fusion, robot planning, multi-agent systems, networked multi-agent systems, security and robustness of networked robots, and ultra-reliable and low-latency machine-to-machine networking. Examples and exercises are provided for easy and effective comprehension. Engineers wishing to extend knowledge in the robotics, AI, and wireless communications, would be benefited from this book. In the meantime, the book is ready as a textbook for senior undergraduate students or first-year graduate students in electrical engineering, computer engineering, computer science, and general engineering students. The readers of this book shall have basic knowledge in undergraduate probability and linear algebra, and basic programming capability, in order to enjoy deep reading.",,,
8 Robot Planning,https://ieeexplore.ieee.org/document/9310567/,"Robots, autonomous vehicles, unmanned aerial vehicles, and smart factory, will significantly change human living style in digital society. Artificial Intelligence in Wireless Robotics introduces how wireless communications and networking technology enhances facilitation of artificial intelligence in robotics, which bridges basic multi-disciplinary knowledge among artificial intelligence, wireless communications, computing, and control in robotics. A unique aspect of the book is to introduce applying communication and signal processing techniques to enhance traditional artificial intelligence in robotics and multi-agent systems. The technical contents of this book include fundamental knowledge in robotics, cyber-physical systems, artificial intelligence, statistical decision and Markov decision process, reinforcement learning, state estimation, localization, computer vision and multi-modal data fusion, robot planning, multi-agent systems, networked multi-agent systems, security and robustness of networked robots, and ultra-reliable and low-latency machine-to-machine networking. Examples and exercises are provided for easy and effective comprehension. Engineers wishing to extend knowledge in the robotics, AI, and wireless communications, would be benefited from this book. In the meantime, the book is ready as a textbook for senior undergraduate students or first-year graduate students in electrical engineering, computer engineering, computer science, and general engineering students. The readers of this book shall have basic knowledge in undergraduate probability and linear algebra, and basic programming capability, in order to enjoy deep reading.",,,
IoT Cloud Platform-CT Cloud,https://ieeexplore.ieee.org/document/10531624/,"The Internet of Things (IoT) has been an area that has been expanding quickly in recent years, with a rising number of devices being linked to the internet. In this work, we talk about the deployment of IoT cloud platforms in a college server environment. We examine the various protocols for collecting sensor data and present a comprehensive overview of the IoT architecture for gathering and analyzing data. The paper also highlights the importance of using the MQTT protocol is used to transmit data between Internet of Things devices and cloud servers. Finally, we present our results and conclusions, including the benefits of using IoT cloud platforms in a college server environment.",,,
A Systematic Survey on Computational agents for Mental Health Aid,https://ieeexplore.ieee.org/document/9824269/,"In recent times the rate of mental health disorders among the youth has spiked due to increased competitiveness which affects the mental well-being of students. An unhealthy mental state not only affects the daily life of an individual but is also the reason for increased self-harm and suicide rates. In developing nations, the ratio of mental care professionals to mental health patients is far too less for all to receive care. A solution to this problem is internet-delivered cognitive therapy (iCBT). The objective of this paper is to shed light on various techniques that can deliver iCBT to a patient in a comfortable manner. Since iCBT can be delivered from home, it tackles the challenge of societal stigma. Different existing approaches and solutions being implemented like various types of chatbots(SERMO, EMMA) and social robots(Ryan Bot)are analyzed and compared in this paper. We also analyze different types of existing datasets(NHS Mental Health Dataset, CounselChat Dataset, ISEAR Dataset) used to train various models(Convolutional Neural Networks, Recursive Neural Networks, Hierarchical Attention Network, Transformers). Word Count Per Session, Sentiment Analysis and Emotion Analysis were some of the evaluation metrics analyzed.",,,
Leader-Following Group Consensus of Fractional-Order Multiagent Systems via a Dynamic Event-Triggered Control Strategy,https://ieeexplore.ieee.org/document/10328790/,"This article focuses on the problem of leader-following group consensus for a class of fractional-order multiagent systems within the undirected communication topology. With the purpose of reducing the updating frequency of the control signal, an auxiliary dynamical variable is generated to construct the dynamic event-triggering mechanism by which the triggering instants can be delicately determined for each agent to broadcast the information to its neighbors. Under the intergroup balance condition, the distributed consensus control protocols are designed by taking advantage of the related state of the agent (in each subgroup) to its neighbors and leader. By using the Lyapunov direct approach and combining it with the properties of Caputo-type calculus, some sufficient criteria are derived in an easy-to-use form for ensuring the global Mittag–Leffler stability of the consensus error system. The Zeno phenomenon is also excluded from the proposed triggering mechanism. At last, an illustrative example and its simulations are given to show the validity of the theoretical results.",,,
FRETA-D: A Toolkit of Automatic Annotation of Grammatical and Phonetic Error Types in French Dictations,https://ieeexplore.ieee.org/document/10016326/,"Dictation is considered as an efficient practice for testing French as a Foreign Language (FFL) learners’ language proficiency. However, in-class dictation and teachers’ manual correction greatly reduce teaching efficiency. An existing dictation platform can only partly resolve these problems by providing instant error correction. To pursue better pedagogical feedback, this study develops an annotation toolkit called FRETA-D (FRench Error Type Annotation for Dictation), with an aim to provide more detailed error-type information for both FFL students and teachers. With parallel “learner input - reference text” sentences as input, FRETA-D can automatically identify error boundaries as well as classify and annotate the errors into fine-grained error types. Designed especially for French dictation, FRETA-D features a data-set-independent classifier based on a framework with 25 main error types, which is generated from French grammar rules and incorporates the characteristics of FFL learners’ common dictation errors. Five French teachers are invited to evaluate the appropriateness of the automatically predicted error types of 147 randomly chosen “error-correction” span pairs, and the acceptance rate reached more than 85%.",,,
University intelligent voice assistance: AI based digital academic assistance,https://ieeexplore.ieee.org/document/10949253/,"Using cutting-edge artificial intelligence, the university student voice assistant was created to adapt to the changing demands of contemporary learning. It provides seamless integration and accessibility via mobile devices by utilizing an extensive application kit. Instant access to customized information, such as email address, course details, and university identity, is provided upon login. Students are able to make well-informed judgments by using the interface's user-friendly iconography for things like topic selection, scheduling, and academic preparation. The method creates academic averages from the beginning of the semester and decides topic approval by examining the study schedule. In addition, it offers easy access to past exams and assignments, as well as customized study guidance and resource recommendations. Furthermore, the voice assistant uses artificial intelligence (AI) to identify each student's unique voice, facilitating smooth verbal communication and rapid information retrieval. This feature improves the learning process by enabling students to ask questions, get prompt responses, and access material effectively. The voice assistant uses artificial intelligence (AI) to adjust to the particular requirements of every student, which eventually promotes increased productivity and academic performance.",,,
MathVision: An Accessible Intelligent Agent for Visually Impaired People to Understand Mathematical Equations,https://ieeexplore.ieee.org/document/10787000/,"2.2 billion people worldwide suffer from some form of vision impairment, according to the World Health Organization. Children with vision impairment and visual impairment may experience impaired physical, linguistic, and cognitive development, resulting in reduced levels of academic accomplishment. Many visually impaired people are working in the education sector whether they are students or teachers. Without external assistance reading of mathematical equations in images for visually impaired people is very challenging due to the complexity of notations, symbols, and variables. This paper presents a model named MathVision which converts the mathematical equation into voice. This voice is quite helpful for visually impaired people to understand mathematical equations. The proposed model is comprised of YOLOv7 object detection architecture to detect and categorize mathematical equations inside images into four distinct types: limits, trigonometry, integration, and an additional category. The input image is divided into a grid by the YOLOv7 model, and each grid cell is responsible for finding equations that fall into its respective category. bounding box coordinates, object labels, and probability scores are predicted for each equation. In the next stage, a fine-tuned DenseNet is utilized for detailed feature extraction from mathematical equation images. This involves optimizing a pre-trained DenseNet model to capture intricate patterns specific to equations. The fine-tuned DenseNet enhances overall accuracy in equation detection and categorization within the system. In the subsequent phase, an attention mechanism-based LSTM network is employed to generate natural language descriptions for mathematical equations. During the decoding process, the model is better able to focus on pertinent portions of the equation due to the integration of attention. The LSTM architecture, chosen for its effectiveness with sequential data, is trained on a dataset containing paired examples of equations and corresponding human-generated descriptions. Fine-tuning includes optimizing hyperparameters for the task, and evaluation metrics such as the BLEU score are used to assess the model’s performance in generating accurate and contextually relevant textual representations for the detected mathematical content. Our text-to-speech system takes input in the form of a natural language sentence generated by the LSTM model and converts it to the voice. This TTS using natural language processing analyzes and processes the text then it converts this processed text into speech using digital signal processing technology. A platform-independent pyttsx3 python library is used for converting text into speech. It also works offline which is the main reason for using this library in this research work. As there was no dataset available of mathematical equations with their natural language description, we created a custom dataset. We conducted real-world experiments in various visually impaired schools to see whether visually impaired students can understand mathematical equations by hearing the voice. These experiments prove that the MathVision Model is an efficient way for visually impaired students to read and write mathematical equations by listening to the voice of equations generated by proposed model.INDEX TERMS Mathematical equations, fine-tuned, YOLO v7, convolution neural network, attention mechanism, long short term memory, neural text to speech, technological development.",,,
A Qualitative Analysis of Interaction Techniques in a Virtual Reality Instruction Environment: Experiences From a Case Study,https://ieeexplore.ieee.org/document/10024471/,"As they can immerse people into virtual worlds free from external distraction, virtual reality (VR) applications are an important factor in research today and can be useful in various scenarios such as intervention training, simulations and in learning environments. However, many people are not used to interacting and navigating in VR and may not have much prior technical experience, which can become a distracting factor to the content and can influence success negatively. Thus, benefits of VR-environments cannot be fully exploited. Aiming to counteract the problem that people cannot take advantage of the benefits of VR-applications, an instruction room for training representative interaction patterns, i.e. interaction and locomotion mechanics, was designed. Students (N = 12) were videotaped going through six stations of the instruction room with different interaction tasks. They were prompted to think aloud to capture their thoughts (e.g., intuitiveness, usability and expansion ideas) while interacting, and interviewed afterwards for an overall assessment. A qualitative content analysis helped to identify patterns. Interactions like localization field triggers for instructions and answering a quiz were regarded as highly intuitive, giving feedback with a drum keyboard was reported as most entertaining.",,,
Toward Mitigating Sex Bias in Pilot Trainees' Stress and Fatigue Modeling,https://ieeexplore.ieee.org/document/10780736/,"While researchers have been trying to understand the stress and fatigue among pilots, especially pilot trainees, and to develop stress/fatigue models to automate the process of detecting stress/fatigue, they often do not consider biases such as sex in those models. However, in a critical profession like aviation, where the demographic distribution is disproportionately skewed to one sex, it is urgent to mitigate biases for fair and safe model predictions. In this work, we investigate the perceived stress/fatigue of 69 college students, including 40 pilot trainees with around 63% male. We construct models with decision trees first without bias mitigation and then with bias mitigation using a threshold optimizer with demographic parity and equalized odds constraints 30 times with random instances. Using bias mitigation, we achieve improvements of 88.31% (demographic parity difference) and 54.26% (equalized odds difference), which are also found to be statistically significant.",,,
Improving MOOCs Using Information From Discussion Forums: An Opinion Summarization and Suggestion Mining Approach,https://ieeexplore.ieee.org/document/9706374/,"Discussion forums are integral to MOOCs and a useful resource for collaborative learning. In this paper we examine if the posts made on forums by participants can also provide meaningful information to assess and improve the effectiveness of MOOCs. We present an empirical approach that uses posts in MOOC forums to summarize participants’ opinion towards aspects of a course and identify suggestions for improving a course. Specifically, our approach: (1) detects participants’ attitude towards aspects of a course (e.g. professor, lecture, assignment) at a context or sentence level, (2) extracts suggestions for course improvement, which is a novel space in MOOC learning analytics, and (3) aggregates and displays the results visually. The study used lexicon and rule-based approach and was able to identify aspect-based sentiments and suggestions related to course design elements with a good overall score (0.41 kappa score). By summarizing opinions from a vast amount of textual data on forums our approach allows instructors to improve their course and thereby student engagement and learning.",,,
Streamlining Hostel Administration Through Real-Time Event Triggers and Priority Based Complaint Sorting Algorithm with React Native and AWS Integration,https://ieeexplore.ieee.org/document/11040367/,"In this the paper, we discussed how to maintain an effective hostel management system which is important for providing a well-organized and timely setting for students. An effective hostel management system is important in delivering a well-structured and prompt setting for students. This paper presents a novel framework that utilizes real-time event triggers and priority-based complaint sorting algorithms to enhance administrative efficiency. The system utilizes React Native for cross-platform mobile application development, AWS for scalable backend service, and mongo DB for cloud storage. Using an active complaint workflow handling, auto-sorting, and real-time notification through AWS SES, the proposed system minimizes resolution time significantly and enhances transparency in operations. Experimental outcomes indicate that efficiency in complaint resolution is 40% more compared to traditional practices. The framework offers a modern approach to hostel management through timely issue-solving and improved student satisfaction. The food feedback section allows students to grade food quality 1 to 5 stars and provide optional comments. Aggregated feedback can be retrieved by administrators to assess areas of improvement. Brute-force and man-in-the-middle attacks are prevented by security features that adhere to GDPR and ISO/IEC 27001 standards. Authentication is based on pre-set credentials to ensure enhanced accessibility for students and administrators while providing strong data security procedures.",,,
Transforming Matrix Problem Solving with Intelligent Tutoring Systems,https://ieeexplore.ieee.org/document/10959245/,"This paper presents the integration of optical character recognition (OCR) and advanced natural language processing (NLP) models for automated handling of matrices derived from images and textual inputs, all combined within an implemented chatbot. The motivation for choosing this topic arises from the practical experiences of the authors gained while working with groups of students who encounter the concept of matrices as part of their academic responsibilities. Through the analysis of their results and classroom interactions, it was observed that many students struggle with this area. This paper presents an innovative approach to enhancing matrix problem-solving by leveraging intelligent tutoring systems supported by High-Performance Computing, aiming to improve learning efficiency and student outcomes. By combining the EasyOCR framework and the Qwen2-Math-7B-Instruct model, operations such as transposition, addition, and multiplication of matrices are enabled. The system supports the input of one or two matrices, allowing the selection of operations through textual or image-based queries. The OCR component extracts numerical data from images, while the NLP model interprets user requests and executes operations accurately. The interface allows the addition of a second matrix image only when necessary, enhancing the system's intuitiveness and efficiency. The results of the recognition accuracy of the OCR model of image input matrices of different dimensions show a high level of accuracy of 95%, while for 2x2 matrices they reach an accuracy of 99%. This work contributes to the development of AI-powered tools for mathematical operations and holds potential applications in education.",,,
Detecting Topics and Polarity From Twitter: A University Faculty Case,https://ieeexplore.ieee.org/document/10373020/,"Social networks have become a powerful communication tool, with millions of people exchanging information, opinions, and experiences daily. Companies, organizations, and even people have turned this tool into a marketing platform to position themselves and gain popularity. However, not only do companies present products or services to society, but society also provides feedback. This feedback also has a significant impact. It is impossible to process all this vast information manually in time, but it is crucial. This information is precious even to governmental or public entities such as universities. Potential future students will use social media to learn about the general feel of the institution. Therefore, this study presents a new dataset called CEIMaT2021, which compiles all tweets in Spanish related to the Technical School of Industrial Engineering of the Universidad Politécnica de Madrid (ETSII-UPM). This dataset is designed for two main tasks of Online Reputation Management: 1) automatic detection of topics and 2) polarity. Furthermore, this study shows that the BETO model obtains better performance for topic detection for these tasks. Meanwhile, the MarIA model obtains better results for polarity detection.",,,
Tactical Training Using Augmented Reality/Virtual Reality and Haptics,https://ieeexplore.ieee.org/document/10840957/,"This study investigates the effects of these immersive technologies on military personnel's training efficacy, efficiency, and safety. Virtual reality (VR) immerses users in artificial surroundings, augmented reality (AR) superimposes digital data on the actual world, and haptics adds tactile input to improve realism. These technologies work together to create training simulations that are incredibly realistic, adaptable, and closely mimic real-world situations. Examples of these scenarios include military operations, emergency response protocols, and technical maintenance jobs. This research emphasizes the advantages of AR, VR, and haptics in military training, including higher information retention, improved skill learning, and enhanced preparation for operational difficulties. It does this by doing a thorough assessment of the available literature and case studies. By eliminating the need for live exercises and giving students practical experience in authentic settings, these immersive technologies provide a secure and affordable substitute for conventional training approaches. Furthermore, employees stationed in remote or inaccessible regions may receive training nearly anytime, anywhere, thanks to the scalability and mobility of AR and VR devices. In the future, this field of study will focus on developing increasingly complex simulation environments and on utilizing advances in machine learning and artificial intelligence to build intelligent and adaptable training systems. Furthermore, haptics, AR, and VR are being widely used by allied agencies and military groups, which has great potential for collaborative training platforms and more equitable access to excellent training materials. Incorporating immersive technology into tactical and technical training signifies a fundamental change in military readiness and education, with far-reaching effects on the 21st-century armed forces' efficacy and adaptability.",,,
A review of Chatbots development and utilization for Admission in Mae Fah Luang University,https://ieeexplore.ieee.org/document/10413097/,"This research aims to study the development and utilization of chatbots that will apply to Mae Fah Luang University (MFU) admission services. There are 28,523 applicants in the 2022 academic year and a high demand for admission inquiries, the university faces challenges in providing thorough and timely assistance to students, teachers, and parents. The proposed solution is to design a chatbot that can handle frequently asked questions and provide answering services at any time through text input. Therefore, The objective of this study includes an examination of chatbot development theory and guidelines, a comparative analysis of chatbot development using different tools, and an analysis of the format, structure, algorithm, and function of chatbots for admission services. The expected results include a better understanding of chatbot development for admission services and the creation of a successful chatbot for Mae Fah Luang University.",,,
Learning Human-to-Robot Handovers from Point Clouds,https://ieeexplore.ieee.org/document/10203296/,"We propose the first framework to learn control policies for vision-based human-to-robot handovers, a critical task for human-robot interaction. While research in Embodied AI has made significant progress in training robot agents in simulated environments, interacting with humans remains challenging due to the difficulties of simulating humans. Fortunately, recent research has developed realistic simulated environments for human-to-robot handovers. Leveraging this result, we introduce a method that is trained with a human-in-the-loop via a two-stage teacher-student framework that uses motion and grasp planning, reinforcement learning, and self-supervision. We show significant performance gains over baselines on a simulation benchmark, sim-to-sim transfer and sim-to-real transfer. Video and code are available at https://handover-sim2real.github.io.",,,
Natural Language Processing for Sentiment Analysis in ESL Writing: Understanding Emotional Tone in Learner Essays,https://ieeexplore.ieee.org/document/10958938/,"In recent years, the significance of sentiment analysis in educational contexts has gained considerable attention, particularly in understanding the emotional expressions of English as a Second Language (ESL) learners. Accurately capturing these sentiments is essential for providing targeted support and feedback to enhance student writing skills. This study presents an advanced natural language processing (NLP) framework for sentiment analysis in ESL writing, specifically focusing on understanding emotional tones in learner essays. Utilizing a dataset sourced from Kaggle, which categorizes tweets based on emoticons, the methodology incorporates rigorous data preprocessing techniques, including text cleaning, tokenization, and error correction to enhance data quality. A comprehensive feature extraction process captures linguistic, syntactic, and sentiment-related features using dependency parsing and word embeddings, such as Word2Vec and BERT. The proposed model, implemented in Python, demonstrates a remarkable accuracy of 98.5%, significantly surpassing existing methods like Recurrent Neural Networks (RNN) and Convolutional Neural Networks (CNN), which achieved accuracies of 95.12% and 96.97%, respectively. This enhanced performance highlights the model's ability to effectively capture nuanced emotional expressions in ESL writing. The validation of the model's predictions against human evaluations ensures the reliability and accuracy of the findings. This research not only contributes to the field of sentiment analysis but also informs educational practices, offering targeted interventions to support ESL learners in improving their emotional expression and writing skills. Ultimately, the proposed NLP framework serves as a robust tool for enhancing understanding and assessment of emotional tone in educational contexts.",,,
MoFlow: One-Step Flow Matching for Human Trajectory Forecasting via Implicit Maximum Likelihood Estimation based Distillation,https://ieeexplore.ieee.org/document/11095073/,"In this paper, we address the problem of human trajectory forecasting, which aims to predict the inherently multi-modal future movements of humans based on their past trajectories and other contextual cues. We propose a novel motion prediction conditional flow matching model, termed MoFlow, to predict K-shot future trajectories for all agents in a given scene. We design a novel flow matching loss function that not only ensures at least one of the K sets of future trajectories is accurate but also encourages all K sets of future trajectories to be diverse and plausible. Furthermore, by leveraging the implicit maximum likelihood estimation (IMLE), we propose a novel distillation method for flow models that only requires samples from the teacher model. Extensive experiments on the real-world datasets, including SportVU NBA games, ETH-UCY, and SDD, demonstrate that both our teacher flow model and the IMLE-distilled student model achieve state-of-the-art performance. These models can generate diverse trajectories that are physically and socially plausible. Moreover, our one-step student model is 100 times faster than the teacher flow model during sampling. The code, model, and data are available at our project page: https://moflow-imle.github.io/.",,,
Acknowledgments,https://ieeexplore.ieee.org/document/10744860/,"I am indebted to many who, over the decades, have helped guide my thinking, especially Beatrice Golomb, who helped me avoid group think through her critical thinking; to Geoffrey Hinton, who has been a wonderful friend and colleague over the years; to Francis Crick, whose insights into the nature of biology kept me focused on the nature of brains; to Patricia Churchland, whose big questions about brains have been inspiring and her wordsmithing talents made this book more accessible to a broad audience; to Peter Dayan, Read Montague, and Tony Zador, who helped me stay on target; to Blaise Aguera y Arcas for inspirational discussions; to Adam Trybus, who also provided valuable feedback; to Gerald Pao, with his Zen-like knowledge of many areas of science, engineering, mathematics, and medicine; and to all my students, colleagues, and reviewers who have raised my level of intelligence. Hiking with Cary Staller was a wonderful way to explore new ideas. Mitra Hartmann noticed the remarkable parallel between LLMs and the Mirror of Erised. Ilenna Jones tested GPT-3 with counterfactuals in real time during a lecture. The idea of using large neuro-foundation models to download brains came from a meeting organized by Blake Richards and Joel Zylberberg in conjunction with the Learning in Machines and Brains program funded by the Canadian Institute for Advanced Research. Joel Yancy helped with prompting ""Hello, World!"" I greatly benefited over the years for inspiration and support from students, colleagues, and staff at the Salk Institute and UC San Diego. Finally, I thank ChatGPT for helping me write this book.",,,
GNN-Aided Distributed GAN with Partially Observable Social Graph,https://ieeexplore.ieee.org/document/10570928/,"The proliferation of edge computing has facilitated the edge-based artificial intelligence-generated content (AIGC) for ubiquitous and distributed end devices. To exemplify, we focus on the distributed implementation of one established instance, generative adversarial network (GAN), yielding the distributed GAN task. Practically speaking, this task usually is impeded by concerns including the unknown latency (of processing and transmission), the fairness requirement induced by heterogeneous distributed data and the limited energy budget of end devices. Besides, an often neglected factor is how to exploit feedback from networked end devices among which social ties indicate the flow of shared information. In practice, such social ties are partially observable to lack of exact knowledge of users, e.g., resulted from scarce historical data and privacy issues. Under this setting, we propose an online algorithm via integration of 1) online learning aided by graph neural network (GNN), aiming to recover social ties with GNN-based edge prediction, for accelerated learning of uncertainty and 2) online control to adaptively guarantee the constraints. We theoretically show that it not only achieves a sub-linear regret with guaranteed energy consumption and fairness but also leads to a superior global GAN. We also conduct simulations to justify its outperformance over online baselines.",,,
A Deep Semantic Segmentation Approach to Map Forest Tree Dieback in Sentinel-2 Data,https://ieeexplore.ieee.org/document/10680607/,"Massive tree dieback events triggered by various disturbance agents, such as insect outbreaks, pests, fires, and windstorms, have recently compromised the health of forests in numerous countries with a significant impact on ecosystems. The inventory of forest tree dieback plays a key role in understanding the effects of forest disturbance agents and improving forest management strategies. In this article, we illustrate a deep learning approach that trains a U-Net model for the semantic segmentation of Sentinel-2 images of forest areas. The proposed U-Net architecture integrates an attention mechanism to amplify the crucial information and a self-distillation approach to transfer the knowledge within the U-Net architecture. Experimental results demonstrate the significant contribution of both attention and self-distillation to gaining accuracy in two case studies in which we perform the inventory mapping of forest tree dieback caused by insect outbreaks and wildfires, respectively.",,,
Robust Aerial Person Detection With Lightweight Distillation Network for Edge Deployment,https://ieeexplore.ieee.org/document/10578033/,"Aerial person detection (APD) is vital for enhancing search and rescue (SaR) operations, particularly when locating victims in remote, poorly-lit areas. Despite advancements in detection technologies, achieving a balance between detection speed and accuracy on mobile devices in “edge AI” continues to pose challenges. In this article, a lightweight distillation network (APDNet) is proposed for edge deployment of APD, which enables real-time inference as well as minimizes accuracy loss during model transfer. The proposed APDNet employs a distillation network between varying-depth backbones and integrates an 8-bit quantized optimizer to reduce the floating-point operations of network parameters. Specifically, in the teach-assistant distillation (TAD) stage, small student models using random weight initialization are trained with pseudo-labels generated by deeper teacher models, facilitating consistent learning for a more accurate, lighter model. Moreover, a low-precision quantization (LPQ) stage incorporates an offline, quantization-aware training strategy that dynamically adjusts the ranges of weight and activation function float-point values, reducing computational complexity. In order to compensate for the potential accuracy decline, a pluggable tracker updates the position and feature information of persons frame-by-frame, with tracking results integrated with detection outputs to enhance accuracy. Extensive experiments on the Heridal, Manipal-UAV, and VTSaR datasets confirm the effectiveness of APDNet, demonstrating its superior performance in edge-based APD.",,,
Mine2Twin: a Synergistic Industry-Academia Collaboration to Improve Engineering Skills for Industry 5.0,https://ieeexplore.ieee.org/document/11016611/,"Industry 5.0 is reshaping workforce requirements by emphasizing the integration of human creativity with advanced technologies, such as automation and artificial intelligence. Teaching engineering skills within the context of Industry 5.0 and large industrial applications has become increasingly complex. Active learning and hands-on experimentation are critical to improving understanding and skill development in this rapidly evolving environment. This paper presents the development of a set of scenario-based learning experiences using an industry-validated digital twin to address these challenges, specifically in the context of mineral processing. While based on a small test group, preliminary results indicate that these scenario-based experiences significantly improve students' understanding of complex mineral processing concepts. Additional testing and validation is still ongoing. Feedback from testers suggests that the tool could also enhance other coursework, research, and capstone projects by offering a practical, interactive approach to learning. The study builds on industry-accepted tools to improve engineering curricula by integrating real-world applications into academic programs. Furthermore, it provides a model for incorporating advanced technologies, such as digital twins, into engineering coursework, aligning with the needs of Industry 5.0.",,,
Deep Reinforcement Learning Enables Joint Trajectory and Communication in Internet of Robotic Things,https://ieeexplore.ieee.org/document/10693277/,"Internet of Robotic Things (IoRT) emphasizes the integrated robotic, artificial intelligence computing, and communication technologies, enabling more sophisticated operations and decision-making. As a crucial element of IoRT, mission-critical applications, such as industrial manufacturing and emergency services, impose stringent requirements on ultra-reliable and low-latency communication (URLLC). The paper focuses on addressing URLLC challenges in the context of IoRT, particularly when autonomous mobile robots (AMRs) coexist with static sensors. We prioritize safe and efficient AMRs’ travel through trajectory design and communication resource allocation in IoRT systems without the need of any prior knowledge. To enhance network connectivity and exploit diversity gains, we introduce the flexible decoding and free clustering as the next-generation multiple access technologies in spectrum-limited downlink IoRT system. Then, aiming at minimizing the decoding error probability and travel time, we formulate a long-term multi-objective optimization problem by jointly designing AMRs’ trajectory and communication resource. To accommodate the inherent dynamics and unpredictability in the IoRT system, we introduce a multi-agent actor-critic deep reinforcement learning (DRL) framework, offering four distinct implementations, each accompanied by comprehensive complexity analyses. Simulation results reveal the following insights: 1) in terms of DRL implementations, off-policy algorithms with deterministic policies outperform their on-policy counterparts, achieving approximately a 67% increase in rewards; 2) In terms of communication schemes, our proposed flexible decoding and free clustering strategies under designed trajectories can effectively reduce decoding errors; and 3) In terms of algorithm optimality, our DRL framework shows superior flexibility and adaptability in communication environments compared to traditional A* search and heuristic methods.",,,
